Generation;AvgFitness;MaxFitness;MinFitness;StdDevFitness;AvgStamina;MaxStamina;MinStamina;StdDevStamina;AvgSpeed;MaxSpeed;MinSpeed;StdDevSpeed;AvgEatNeed;MaxEatNeed;MinEatNeed;StdDevEatNeed;AvgFatSave;MaxFatSave;MinFatSave;StdDevFatSave
29;151,5487;153,5338;141,4287;2,6910;4,9499;5,1462;4,5387;0,1159;19,8957;20,0159;19,3391;0,1701;2,2483;2,4026;1,9904;0,0998;0,0369;0,1377;-0,0562;0,0375
30;151,9176;153,5338;143,2677;2,2741;4,9490;5,0000;4,4797;0,1060;19,8997;20,0000;19,3699;0,1755;2,2645;2,4303;2,0164;0,0989;0,0376;0,1815;0,0000;0,0350
31;152,3383;153,5338;145,6389;1,7403;4,9666;5,0000;4,6735;0,0669;19,9195;20,1839;19,2732;0,1749;2,2509;2,4590;2,0000;0,1260;0,0275;0,2131;-0,1366;0,0446
32;152,6100;153,5338;148,9092;1,1989;4,9757;5,0000;4,8346;0,0403;19,9402;20,0971;19,3635;0,1513;2,2624;2,5543;1,9690;0,1568;0,0294;0,1321;-0,0756;0,0395
33;152,4727;153,5338;148,8206;1,2261;4,9673;5,0000;4,8120;0,0453;19,9544;20,1837;19,2418;0,1377;2,2465;2,6116;1,9927;0,1694;0,0233;0,0972;-0,0806;0,0324
34;152,0429;153,5338;147,9897;1,5118;4,9585;5,0000;4,7700;0,0578;19,9192;20,0000;18,9827;0,1879;2,2895;2,8887;1,9745;0,1912;0,0321;0,1547;-0,0941;0,0421
35;151,4535;153,5338;134,5100;3,8491;4,9735;5,0425;4,8272;0,0434;19,9040;20,0933;18,7002;0,2677;2,2953;2,8887;1,9319;0,1815;0,0396;0,1914;0,0000;0,0506
36;152,8037;153,5338;150,4526;0,8993;4,9757;5,0000;4,8549;0,0372;19,9795;20,0855;19,8255;0,0522;2,2715;2,8887;1,9927;0,1503;0,0608;0,1914;0,0000;0,0646
37;152,8034;153,5338;147,8350;1,2313;4,9795;5,0000;4,7644;0,0476;19,9733;20,0000;19,7419;0,0572;2,2571;2,6282;1,9927;0,1628;0,0649;0,1858;-0,0290;0,0613
38;153,0113;153,5338;146,3858;1,1546;4,9928;5,1515;4,7231;0,0501;19,9494;20,0000;19,6582;0,0869;2,2591;2,7133;1,9245;0,1831;0,0519;0,1818;-0,0705;0,0586
39;152,9431;153,5346;143,8706;1,6277;4,9817;5,0000;4,6093;0,0651;19,9626;20,0037;19,6209;0,0803;2,2562;2,5341;2,0000;0,1488;0,0582;0,3958;-0,0705;0,0786
40;152,5920;153,5346;142,1796;2,3901;4,9695;5,0604;4,5068;0,1054;19,9469;20,0383;19,5162;0,1122;2,2263;2,7698;1,9700;0,1746;0,0510;0,3433;-0,0444;0,0642
41;152,4015;153,5346;139,8147;2,7830;4,9595;5,1618;4,2772;0,1417;19,9698;20,1230;19,6478;0,0812;2,2368;2,6338;2,0000;0,1583;0,0310;0,1950;-0,1502;0,0620
42;152,9898;153,5346;149,6829;0,8721;4,9834;5,0464;4,8244;0,0372;19,9832;20,1989;19,7720;0,0738;2,2302;2,4453;2,0000;0,1512;0,0432;0,1562;0,0000;0,0450
43;153,0779;153,5346;151,0445;0,7124;4,9893;5,0987;4,8893;0,0327;19,9720;20,0774;19,7720;0,0607;2,2749;2,5282;1,9658;0,1305;0,0346;0,1758;0,0000;0,0409
44;152,8186;153,5346;149,9234;0,9617;4,9807;5,1589;4,8301;0,0494;19,9639;20,0774;19,6646;0,0782;2,2728;2,5130;2,0000;0,1329;0,0167;0,0872;-0,1885;0,0430
45;153,0672;153,5346;151,4106;0,6526;4,9880;5,1589;4,9012;0,0395;19,9792;20,0000;19,8423;0,0433;2,2901;2,6588;2,0000;0,1378;0,0201;0,1227;-0,1108;0,0372
46;153,2529;153,5346;151,5521;0,5102;4,9987;5,1589;4,9087;0,0428;19,9875;20,0000;19,7707;0,0411;2,2617;2,4999;1,9218;0,1441;0,0216;0,1684;-0,1298;0,0502
47;153,2065;153,5346;149,9568;0,7114;4,9935;5,0968;4,8342;0,0420;19,9948;20,1051;19,8364;0,0319;2,2503;2,4355;1,9218;0,1452;0,0189;0,0805;-0,0899;0,0307
48;152,8200;153,5346;147,0895;1,3241;4,9719;5,0968;4,6885;0,0678;19,9970;20,0000;19,9753;0,0063;2,2775;2,4339;2,0000;0,1292;0,0295;0,1161;0,0000;0,0339
49;153,1393;153,5360;150,6624;0,6650;4,9834;5,0000;4,8677;0,0312;19,9959;20,0000;19,9688;0,0079;2,2914;2,5114;2,0000;0,1263;0,0373;0,1559;0,0000;0,0390
0;13,6803;47,7958;-1,5010;10,9984;3,0760;4,9885;0,5073;1,3570;13,3977;19,9932;5,0164;4,7160;4,3730;5,9706;2,2044;1,1068;0,5175;0,9786;0,0768;0,3005
1;107,0869;134,5126;84,4155;12,4018;4,0184;5,0000;1,5152;0,8366;15,9340;20,0000;5,0000;3,9637;4,4045;6,0000;2,2739;1,0453;0,4974;1,1229;0,0000;0,3427
2;108,9425;134,5126;88,5662;13,9114;3,9811;5,0000;2,4232;0,7965;16,4987;20,1092;5,0000;4,1641;4,4633;6,0000;2,0000;1,1235;0,4072;1,0000;0,0000;0,3280
3;112,7415;147,3416;85,1213;16,5355;4,0173;5,0000;2,1257;0,9109;16,8124;20,1092;5,0000;4,2658;4,1233;6,0000;2,0000;1,1740;0,4030;1,0000;0,0000;0,2850
4;118,6632;153,1753;89,7828;17,1657;4,0476;5,0000;2,1257;0,9276;18,1898;20,1092;8,9311;2,6344;4,0445;5,9178;2,1889;0,9464;0,4337;1,0000;0,0000;0,2937
5;121,1446;153,1753;85,6960;19,8871;4,0964;5,0000;2,4958;0,9439;17,5368;20,1793;7,3170;3,5516;3,9475;6,0121;2,0000;1,0126;0,4395;1,0015;0,0000;0,2545
6;130,4095;153,1753;88,0453;18,6951;4,4530;5,0000;2,1477;0,7396;18,1917;20,0000;5,0000;3,6982;4,3791;6,0000;3,0696;0,6804;0,4603;1,0000;0,0000;0,2972
7;130,4298;153,5025;86,6060;17,2794;4,4150;5,0000;1,9013;0,8851;19,3094;20,0668;11,4032;1,7311;4,2715;5,4419;2,8980;0,7318;0,3783;1,0000;0,0000;0,2533
8;136,7382;153,5025;102,0523;13,7115;4,7346;5,0000;2,7432;0,4452;19,6869;20,1094;17,7393;0,5746;4,2126;5,6290;2,6809;0,7792;0,3702;0,6482;0,0000;0,1531
9;142,6355;153,5025;105,9438;11,6231;4,8424;5,0000;3,1608;0,3132;19,7310;20,0000;17,3958;0,5835;4,3725;5,9067;2,7854;0,7186;0,3629;0,7305;-0,0048;0,1833
10;144,0197;153,5306;117,7940;10,9979;4,8049;5,0000;2,5171;0,4674;19,7296;20,0000;16,8878;0,6183;4,2909;5,1406;2,0620;0,6931;0,3524;0,6720;0,0000;0,1485
11;143,7589;153,5306;118,1789;10,2454;4,8731;5,1922;2,5171;0,4025;19,8522;20,0000;19,1341;0,2034;4,4542;5,8447;2,9452;0,6022;0,4341;0,7382;0,1829;0,1474
12;141,2292;153,5306;106,0569;11,5760;4,7340;5,0795;1,2834;0,7521;19,8052;20,0607;18,9514;0,2508;4,3780;5,1901;2,8584;0,6183;0,4378;0,7697;0,0800;0,1565
13;139,8294;153,5306;99,8217;13,5055;4,6659;5,0000;1,9846;0,7179;19,7795;20,0607;18,7762;0,3648;4,4749;5,9086;2,8868;0,5738;0,4361;0,6629;0,0915;0,1322
14;141,6408;153,5306;109,5185;12,8995;4,6406;5,0889;2,2535;0,7196;19,8037;20,0000;18,7184;0,2945;4,3245;6,0000;2,0000;0,7711;0,4311;0,7244;0,0017;0,1482
15;143,7055;153,5306;128,5888;9,2991;4,9467;5,1002;4,0888;0,1860;19,7737;20,0000;18,4474;0,3150;4,4770;5,8720;3,0345;0,6095;0,3768;0,7077;-0,1450;0,1822
16;143,9962;153,5306;124,5865;10,3124;4,9299;5,1099;3,8521;0,2320;19,7627;20,0000;18,4474;0,4024;4,4713;5,3118;2,5399;0,5856;0,3731;0,6138;0,0000;0,1374
17;142,0270;153,5306;125,1300;10,2701;4,8668;5,1168;3,4475;0,3843;19,8023;20,0000;18,9198;0,3055;4,6687;5,8703;3,5316;0,4719;0,3942;0,6315;0,1192;0,1304
18;142,8606;153,5313;103,8855;12,1487;4,8381;5,0768;2,9132;0,5000;19,7972;20,0000;18,8368;0,3222;4,7365;6,0000;3,6181;0,4361;0,3460;0,6672;0,1125;0,1270
19;144,5868;153,5315;104,9346;11,7695;4,8241;5,1083;2,5292;0,4988;19,7240;20,1471;18,5778;0,3868;4,6232;6,0000;4,0194;0,3894;0,3484;0,4955;0,0448;0,1121
20;146,5260;153,5315;128,4525;7,8667;4,9194;5,0768;4,1126;0,1911;19,7418;20,0000;18,4168;0,4109;4,7273;6,0000;3,2056;0,5430;0,3637;0,5820;0,0293;0,1333
21;146,3439;153,5315;128,9336;7,2915;4,9124;5,1343;4,2287;0,1925;19,7550;20,0977;18,0874;0,4075;4,8259;6,0000;3,5882;0,5909;0,3381;0,5731;0,0448;0,1306
22;146,1345;153,5315;127,6844;7,2175;4,8817;5,0768;4,3212;0,1950;19,8306;20,0000;19,2856;0,1971;4,8568;6,0000;3,2680;0,7373;0,3172;0,5730;0,0000;0,1529
23;146,6834;153,5336;123,9145;7,4219;4,8702;5,0768;4,2023;0,2251;19,8261;20,0000;19,1498;0,2234;4,9365;6,0000;3,8401;0,6044;0,3302;0,5027;0,0000;0,1381
24;145,6480;153,5336;128,4608;8,2588;4,9307;5,0768;4,2223;0,1734;19,8404;20,1124;19,1240;0,2300;4,8766;6,0000;3,5353;0,6083;0,3132;0,5953;0,0000;0,1486
25;145,5062;153,5336;125,4692;8,8666;4,9695;5,1632;4,5090;0,1063;19,8235;20,0000;19,0337;0,2615;4,6142;6,0000;3,7570;0,4413;0,3504;0,6117;0,0000;0,1546
26;147,8670;153,5336;127,6431;7,8345;4,9801;5,0768;4,6975;0,0569;19,8284;20,0725;19,2702;0,2552;4,5441;5,5453;3,9050;0,3313;0,3731;0,6314;0,0000;0,1539
27;148,1697;153,5336;126,6821;7,4617;4,9781;5,1343;4,8136;0,0557;19,8090;20,0235;19,0712;0,2752;4,5837;5,9197;3,8553;0,3680;0,4235;0,7083;0,1917;0,1148
28;146,7255;153,5336;130,2887;7,9933;4,9893;5,1942;4,8414;0,0563;19,8545;20,0000;19,0975;0,2617;4,6368;6,0000;4,0075;0,4023;0,3966;0,6689;0,1703;0,1150
29;148,4386;153,5336;128,5524;7,4888;4,9933;5,0266;4,8968;0,0202;19,7920;20,0853;18,8090;0,3179;4,5592;6,0000;3,6984;0,4144;0,3953;0,6689;0,1828;0,1033
30;148,6792;153,5351;129,1118;7,1093;4,9901;5,0000;4,8857;0,0259;19,8192;20,1802;19,0404;0,2801;4,5588;6,0000;3,6563;0,4472;0,4095;0,6689;0,2083;0,0966
31;148,6489;153,5351;128,9851;6,6140;4,9873;5,0279;4,7897;0,0412;19,8304;20,1802;18,9326;0,3035;4,6061;6,0000;3,3244;0,5012;0,4018;0,6689;0,2083;0,1183
32;148,5255;153,5351;130,4123;6,6970;4,9869;5,1144;4,8060;0,0444;19,8718;20,0434;19,0815;0,2143;4,7248;6,0000;3,8452;0,5603;0,3836;0,6301;0,0957;0,1161
33;149,8682;153,5354;129,2765;5,3459;4,9778;5,1434;4,7429;0,0666;19,8688;20,0434;19,2058;0,2044;4,5448;5,6764;3,6465;0,4952;0,3360;0,7014;0,0000;0,1469
34;149,8939;153,5354;129,2765;5,7697;4,9829;5,0929;4,8416;0,0441;19,8918;20,0434;19,1650;0,1794;4,5882;5,7600;3,5967;0,4866;0,3540;0,8192;0,0000;0,1858
35;148,9852;153,5355;129,9756;5,6832;4,9812;5,0000;4,8143;0,0386;19,8628;20,0434;19,3317;0,1666;4,6815;6,0000;4,0084;0,4721;0,3780;0,9479;0,0000;0,2253
36;150,8678;153,5355;133,5690;4,4442;4,9854;5,1163;4,8553;0,0417;19,8880;20,0000;19,3317;0,1435;4,3541;5,1695;3,8326;0,3173;0,4218;1,0000;0,0000;0,1901
37;152,1919;153,5355;146,2652;1,7675;4,9860;5,0000;4,8997;0,0215;19,9011;20,0912;19,4074;0,1434;4,2948;5,7376;3,7098;0,3836;0,3525;0,9801;-0,0197;0,1899
38;152,2235;153,5355;146,0579;1,7362;4,9827;5,0000;4,8985;0,0266;19,8725;20,0000;19,3693;0,1914;4,2824;5,3630;3,8216;0,3242;0,3196;0,7321;-0,1768;0,1818
39;152,6929;153,5355;148,8603;1,2072;4,9948;5,1683;4,9505;0,0304;19,9086;20,0669;19,1647;0,1962;4,2041;5,2106;3,8076;0,2536;0,3572;0,8158;0,0003;0,1583
40;152,4975;153,5355;147,0436;1,4595;4,9922;5,1731;4,9312;0,0394;19,8691;20,0669;18,8083;0,2755;4,1213;4,6227;3,8621;0,1324;0,3182;0,8158;0,0000;0,1892
41;152,5532;153,5355;145,8672;1,8274;4,9890;5,1081;4,9153;0,0293;19,8737;20,1114;18,5767;0,3367;4,1478;4,7526;3,9120;0,1518;0,3329;0,8158;-0,1316;0,1912
42;152,4264;153,5355;146,0053;1,9343;4,9909;5,1371;4,9071;0,0297;19,8456;20,1114;18,5268;0,3708;4,1304;4,5223;3,9596;0,1209;0,3047;0,6753;0,0000;0,1667
43;151,3775;153,5355;142,4297;2,9567;4,9823;5,0000;4,8242;0,0378;19,6549;20,0000;18,2427;0,5371;4,1544;4,6916;3,8914;0,1580;0,3554;0,6036;0,0000;0,1420
44;151,4069;153,5358;141,7718;3,5582;4,9939;5,0000;4,9608;0,0098;19,6106;20,1022;17,5744;0,7132;4,1576;4,5001;3,8327;0,1170;0,3542;0,6303;0,0407;0,1213
45;151,7872;153,5358;138,6306;3,1841;4,9924;5,0000;4,8777;0,0205;19,6960;20,1022;16,8123;0,6463;4,1912;4,4706;3,8311;0,1229;0,3402;0,5898;0,1232;0,1048
46;151,9404;153,5358;141,9874;3,1768;4,9945;5,0000;4,8973;0,0165;19,7140;20,1022;17,6375;0,6420;4,1973;4,5117;3,9376;0,1021;0,3442;0,6047;0,1816;0,0883
47;152,7876;153,5358;145,0576;1,4793;5,0042;5,1954;4,9096;0,0413;19,8847;20,1022;18,3235;0,2913;4,1933;4,4291;3,9286;0,0895;0,3543;0,6802;0,1268;0,0988
48;152,6644;153,5358;144,6689;1,9202;5,0001;5,1298;4,9339;0,0234;19,8550;20,1022;18,2303;0,3856;4,2185;4,4931;4,0142;0,0828;0,3523;0,5302;0,0870;0,0865
49;153,0770;153,5358;147,9742;0,9473;4,9965;5,0000;4,9739;0,0064;19,9398;20,1022;18,9260;0,1867;4,2137;4,4753;4,0767;0,0699;0,3707;0,5401;0,1479;0,0826
0;11,0879;35,3083;1,3160;8,3788;2,7492;4,9634;0,5607;1,2408;11,4779;19,9735;5,1718;4,4756;3,8817;5,9905;2,0463;1,1999;0,4721;0,9820;0,0134;0,2954
1;105,2804;124,9210;86,9330;9,3895;3,7243;5,0000;0,5194;0,9680;15,1412;20,0592;5,0000;3,6918;3,1795;6,0000;2,0000;1,1367;0,5217;1,0175;0,0134;0,3316
2;109,1753;143,8854;83,5726;13,9304;3,8321;5,0000;0,5000;0,9530;14,9110;20,0592;5,0000;3,6035;3,1233;5,8274;2,0000;1,0134;0,5224;1,0000;0,0000;0,3091
3;115,6942;143,8854;88,4462;14,4374;4,0016;5,0000;0,9182;0,8277;15,9905;20,0592;9,6892;2,6005;3,3734;6,0000;2,0000;1,1092;0,6040;1,0000;0,0000;0,2901
4;120,8084;143,8854;94,7218;11,5951;4,1001;5,0000;0,6714;0,8651;16,2225;20,0000;11,0759;2,4396;3,5458;6,0000;2,0000;1,1674;0,7012;1,0416;0,0726;0,2453
5;124,8269;153,4639;94,0149;13,0351;4,3332;5,0000;0,6377;0,7607;16,6860;20,0000;10,3890;2,5187;3,8987;6,0000;2,0000;1,2125;0,6678;1,0000;0,1512;0,2442
6;126,1631;153,4639;95,6657;13,9048;4,4797;5,0000;3,3805;0,4156;17,1149;20,0000;9,6336;3,0930;3,4444;6,0000;2,0000;1,1119;0,6788;1,0000;0,0644;0,2504
7;131,4790;153,4639;108,9720;11,6346;4,5831;5,0000;3,6979;0,3220;18,0118;20,0000;7,3868;2,7495;3,2497;5,4121;2,0000;0,9034;0,7029;1,0000;0,3149;0,1948
8;132,5050;153,4639;105,4272;13,0463;4,6042;5,0000;3,9446;0,3069;17,8987;20,0000;5,7294;2,8923;3,3271;5,1946;2,0000;0,8582;0,6608;1,0000;0,1415;0,2093
9;138,0258;153,4639;113,8812;10,5051;4,6719;5,0000;3,6675;0,3228;18,6645;20,0000;12,4579;1,3823;3,2152;5,6926;2,0000;0,8290;0,6249;1,0000;0,0000;0,2459
10;138,5257;153,4639;118,2509;10,6660;4,6790;5,0882;3,7159;0,3785;18,8695;20,0000;15,1017;0,9779;3,0864;5,8502;2,0000;0,8133;0,6658;1,0873;0,2175;0,2640
11;140,0647;153,4639;106,0687;12,7614;4,7170;5,0000;3,4317;0,4133;19,0287;20,0000;17,0417;0,7502;3,1274;6,0000;2,0000;0,7805;0,6792;1,0000;0,2108;0,2642
12;141,5670;153,4639;105,1995;11,4878;4,8365;5,1565;3,5169;0,3224;19,1121;20,0000;17,5515;0,6929;3,2760;5,4132;2,0000;0,7073;0,7213;1,0000;0,1647;0,2800
13;143,1309;153,4639;123,5491;8,4754;4,8010;5,0000;3,6549;0,3072;19,2608;20,0000;17,2096;0,7790;3,3440;4,6064;2,0000;0,6149;0,6913;1,0000;0,1397;0,3014
14;143,8006;153,5048;118,4764;8,9122;4,8104;5,1425;3,9946;0,2620;19,2009;20,0300;16,3236;1,0186;3,4149;4,5344;2,0000;0,5501;0,6842;1,0000;0,0000;0,3275
15;143,3654;153,5048;119,5939;9,6732;4,8087;5,1425;4,0230;0,2904;19,1063;20,0300;15,0063;1,1529;3,2065;4,6886;2,0982;0,6612;0,5571;1,0875;0,0000;0,3435
16;148,3339;153,5048;129,8546;6,6244;4,8924;5,1425;3,7316;0,2549;19,6154;20,0300;18,0448;0,5111;3,2594;4,7371;1,8491;0,8000;0,5931;1,0000;0,0000;0,3125
17;149,0822;153,5048;130,9298;5,7386;4,9486;5,1425;4,3433;0,1331;19,6568;20,0300;18,1340;0,4845;3,1866;4,7371;2,0000;0,7945;0,6452;1,0000;0,0000;0,2344
18;150,8947;153,5274;133,6273;4,1789;4,9488;5,1801;4,4535;0,1376;19,8259;20,0824;18,0133;0,3586;3,2844;5,6103;2,0000;0,7838;0,5737;1,0000;0,0000;0,2810
19;150,1524;153,5274;133,6273;5,1785;4,9501;5,1801;4,4324;0,1377;19,7721;20,0000;17,9541;0,5375;3,2690;4,7072;2,0000;0,5511;0,5703;0,9909;0,0000;0,2737
20;148,7260;153,5274;126,6540;7,1065;4,9484;5,1060;4,3586;0,1223;19,7980;20,0700;17,6849;0,4815;3,1343;4,6317;2,1614;0,5378;0,6287;1,0143;0,0000;0,2481
21;150,7771;153,5274;131,0478;4,8107;4,9557;5,0000;4,6352;0,0732;19,8900;20,0700;18,6861;0,2581;3,0970;5,5128;2,0000;0,6189;0,6856;1,0000;0,0555;0,2293
22;150,6270;153,5274;133,4967;5,0016;4,9586;5,0667;4,7546;0,0622;19,9250;20,0000;19,5012;0,1287;3,2859;4,7197;2,5844;0,5369;0,6594;1,0000;0,0667;0,2316
23;150,1509;153,5332;129,7938;5,7598;4,9643;5,0667;4,6417;0,0726;19,9261;20,0298;19,4025;0,1362;3,4342;4,7728;2,6781;0,5717;0,6419;1,0000;0,0000;0,2764
24;149,7516;153,5332;124,9727;6,5027;4,9585;5,1852;4,5540;0,0987;19,8797;20,0000;19,1535;0,2038;3,5073;4,6865;2,4454;0,5747;0,6794;1,0000;0,0000;0,2917
25;148,2364;153,5332;127,7035;7,8629;4,9316;5,0667;4,5240;0,1045;19,8435;20,0000;18,9415;0,2604;3,6916;4,9654;2,7724;0,5080;0,6709;1,0000;0,0000;0,2826
26;149,5419;153,5332;129,1504;5,8690;4,9309;5,0667;4,6295;0,0988;19,8361;20,0015;18,9415;0,2672;3,7744;5,3185;2,7724;0,4684;0,7055;1,0000;0,0000;0,3017
27;150,0632;153,5332;134,1668;4,6422;4,9420;5,0667;4,4947;0,1161;19,8638;20,0681;19,2026;0,2044;3,7547;5,3185;2,9047;0,5284;0,6469;1,0000;0,0000;0,3057
28;151,0210;153,5332;139,4974;3,2655;4,9155;5,0863;4,2943;0,1737;19,8748;20,0000;19,2057;0,1739;3,7006;5,9596;2,6217;0,5131;0,6569;1,0000;0,2388;0,2304
29;151,4878;153,5332;144,6613;2,2652;4,9543;5,0667;4,5958;0,1025;19,8078;20,0000;18,8563;0,2518;3,6138;4,3542;2,7059;0,3936;0,6240;1,0000;0,2767;0,2371
30;151,9299;153,5338;144,6613;1,8560;4,9817;5,1494;4,5958;0,0820;19,8085;20,0000;18,8563;0,2396;3,6854;4,7316;2,7392;0,4589;0,5346;1,0251;0,1230;0,2306
31;152,1762;153,5338;148,7061;1,2212;4,9929;5,1691;4,8336;0,0547;19,8198;20,0849;19,2481;0,1706;3,8065;5,0162;2,4960;0,5114;0,5685;0,9313;0,0623;0,2071
32;152,4076;153,5338;150,2788;0,9150;4,9925;5,0000;4,9353;0,0122;19,8281;20,1424;19,4678;0,1635;3,7402;4,7167;2,7431;0,4982;0,5549;0,9313;0,0000;0,2257
33;152,5697;153,5338;149,4326;1,0340;4,9905;5,0980;4,8384;0,0323;19,8736;20,0559;19,5057;0,1556;3,6962;4,9739;2,8816;0,5191;0,5917;1,0000;0,0000;0,2006
34;152,6195;153,5345;148,2205;1,1442;4,9901;5,0000;4,7750;0,0352;19,8711;20,0000;19,3220;0,1672;3,8161;4,8858;3,1760;0,4006;0,6062;1,0000;0,0622;0,2461
35;152,7114;153,5345;149,3953;0,9785;4,9916;5,0370;4,8455;0,0260;19,8886;20,0987;19,4899;0,1573;3,8125;5,3812;2,9203;0,4897;0,6707;1,0000;0,0000;0,2727
36;152,6594;153,5345;148,4667;1,2030;4,9840;5,0000;4,8086;0,0365;19,9079;20,1997;19,4628;0,1690;3,7975;5,7749;2,9382;0,5816;0,5982;1,0000;0,0000;0,2842
37;152,7495;153,5359;148,4667;1,1504;4,9940;5,1884;4,8468;0,0441;19,8991;20,0000;19,4706;0,1605;3,6913;4,9777;2,8178;0,4985;0,5771;1,0000;0,1522;0,2244
38;152,6801;153,5361;146,7368;1,3708;4,9882;5,0069;4,8537;0,0349;19,8896;20,0000;19,2556;0,1901;3,6907;5,0807;2,9797;0,5035;0,6193;1,0000;0,2905;0,2089
39;152,9730;153,5361;149,8942;0,8928;4,9892;5,0000;4,8274;0,0317;19,9426;20,0000;19,5341;0,1252;3,6595;4,3340;2,9797;0,3650;0,5808;1,0000;0,1403;0,1965
40;153,2266;153,5361;150,6561;0,5712;4,9944;5,0000;4,9354;0,0120;19,9728;20,0554;19,5632;0,0893;3,5668;4,1661;2,6704;0,3421;0,5978;0,9808;0,2243;0,1777
41;153,1788;153,5361;150,0963;0,6651;4,9914;5,0034;4,9140;0,0193;19,9867;20,0000;19,8164;0,0372;3,5892;4,4345;2,6536;0,3378;0,5317;0,9808;0,1162;0,1923
42;153,1936;153,5361;149,5671;0,6689;4,9977;5,0912;4,8123;0,0375;19,9781;20,0189;19,8243;0,0482;3,5614;4,6119;2,7648;0,3689;0,5114;1,0000;0,0828;0,1904
43;152,9749;153,5362;140,4009;2,0836;4,9929;5,0521;4,8605;0,0268;19,9920;20,0000;19,8914;0,0224;3,3925;4,0283;2,5462;0,3355;0,5310;1,0000;0,0000;0,1888
44;153,0325;153,5362;149,5079;0,9770;4,9802;5,0000;4,8097;0,0467;19,9925;20,1635;19,8667;0,0417;3,3994;3,9615;2,1151;0,3551;0,4756;0,9825;0,0328;0,1859
45;153,2702;153,5362;150,3023;0,5816;5,0001;5,1833;4,8486;0,0445;19,9883;20,0000;19,8498;0,0313;3,4959;4,2254;2,5230;0,2726;0,4109;0,7078;-0,1326;0,1990
46;153,1900;153,5362;149,9261;0,6693;4,9915;5,0847;4,8295;0,0346;19,9808;20,0000;19,8659;0,0347;3,4453;4,2362;2,5107;0,2727;0,3943;0,9071;0,0000;0,2058
47;153,1935;153,5362;151,3996;0,4775;4,9884;5,0000;4,9004;0,0228;19,9883;20,0000;19,9011;0,0226;3,3657;3,7699;2,2007;0,3095;0,4088;0,7117;0,0000;0,1875
48;153,0077;153,5362;149,4388;0,7511;4,9814;5,0361;4,8053;0,0370;19,9860;20,0000;19,8834;0,0257;3,3656;3,8247;2,2007;0,3671;0,4205;0,8004;0,0000;0,1924
49;152,8678;153,5362;147,7100;1,1888;4,9799;5,1899;4,7221;0,0672;19,9905;20,1238;19,8330;0,0416;3,3278;3,8247;2,0000;0,4054;0,4687;0,8960;0,0000;0,1748
0;13,8550;40,8768;1,5857;9,9849;2,7828;4,8013;0,6270;1,3322;13,5152;19,9997;5,0504;4,2550;4,1081;5,8069;2,1131;1,0729;0,4644;0,9866;0,0340;0,2807
1;103,1217;140,0599;86,6538;13,6418;3,5459;5,0000;0,7025;0,9684;14,6822;20,0000;5,0000;3,9921;4,5833;6,0000;2,4383;0,9406;0,5069;1,1746;0,0340;0,2702
2;103,7813;140,0599;85,1994;13,1503;3,6509;5,0000;1,1798;0,8100;14,3929;20,0000;5,0000;4,2390;4,6750;6,0549;3,1623;0,8467;0,5260;1,0000;0,0000;0,2890
3;109,4240;140,0599;85,9288;14,6825;3,7720;5,0000;2,1560;0,7725;15,7918;20,0000;6,2331;2,8198;4,7188;6,0631;2,7540;0,7652;0,4623;1,0000;0,0000;0,2760
4;113,5586;150,5251;87,7293;15,0774;4,0799;5,0000;2,3805;0,7916;15,2458;20,0000;7,7638;2,6309;4,8103;6,0000;3,5470;0,5664;0,5365;1,1287;0,0093;0,2437
5;118,1145;150,5251;92,6647;16,2705;4,4064;5,0000;2,9695;0,5093;15,4375;20,0000;7,5181;2,8291;4,8971;6,0000;3,8143;0,4651;0,5360;0,8723;0,0000;0,2095
6;121,1318;150,5251;92,0844;15,6714;4,4717;5,0000;3,0984;0,4986;16,5047;20,0000;11,7080;2,2298;4,7980;5,6390;3,8610;0,4360;0,6180;0,9024;0,2735;0,1834
7;122,1270;150,5251;96,7467;14,8896;4,2012;5,0000;2,9338;0,6226;17,3744;20,0000;11,2065;2,1543;4,5985;5,7047;3,7699;0,4740;0,6271;0,9659;0,1739;0,1872
8;128,0400;150,5251;99,8055;13,3797;4,2605;5,0000;2,7041;0,6314;17,7684;20,0000;11,2065;2,3410;4,4922;5,7157;3,5717;0,4662;0,6559;1,0000;0,1739;0,1955
9;132,1509;153,1915;104,9505;14,4355;4,3967;5,0000;3,1430;0,5585;17,8846;20,0000;8,8042;2,8261;4,4249;5,9188;3,5873;0,4678;0,6641;1,0000;0,2754;0,1623
10;131,7138;153,3097;92,3315;15,3217;4,3985;5,0000;3,1098;0,5890;17,9769;20,0958;10,2705;2,6843;4,2932;5,1569;3,3747;0,3994;0,6894;1,0000;0,3204;0,1607
11;140,6067;153,3097;104,3127;11,9813;4,6228;5,0800;3,0326;0,4766;18,9250;20,0077;11,9451;2,1128;4,2040;5,3927;3,3067;0,5071;0,6922;1,0000;0,3076;0,1431
12;140,5777;153,3400;98,5236;13,9368;4,5164;5,0000;2,9133;0,6533;19,0476;20,0000;12,0315;1,7008;4,4184;5,5813;3,2122;0,5286;0,7020;1,0000;0,5078;0,1212
13;142,8339;153,3797;118,9932;11,6607;4,5526;5,1248;3,1126;0,6439;19,3792;20,0000;15,9968;1,0339;4,5196;6,0000;3,2951;0,5990;0,7586;1,0000;0,5229;0,1464
